name,id,long_name,contact_person,phone_number,alt_phone_number,catchment_population,point_x,point_y,parent_location_id,parent_location_name,location_type_name,location_ownership_name,infrastructure_ids,infrastructure_names,service_ids,service_names,facility_type
Okahandja District Hospital,10530,,062503030,,,,-21.9804,16.911876,10605,Okahandja District,Facility,Public_MoHSS,"2,11","Beds,Phone Number","4,1,3,8,32,36,39,41","Anti Retroviral Therapy Main Site,HIV Testing Services,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services",Hospital
Okahandja District Health Office,12010,,,,,,-21.9804,16.911876,10605,Okahandja District,Facility,Public_MoHSS,,,,,District Health Office
Nau-Aib Clinic,10528,,,,,,-21.9854,16.893891,10605,Okahandja District,Facility,Public_MoHSS,,,"1,3,8,32,36,38,39,41","HIV Testing Services,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services",Clinic
Meatco Okahandja Clinic,10527,,,,,,-21.9687,16.904822,10605,Okahandja District,Facility,Private,,,,,Clinic
Tsumkwe Clinic,10546,,,,,,-19.5938,20.503194,10596,Grootfontein District,Facility,Public_MoHSS,"5,6,9,14,16,17","Electricity,Running Water,Toilets,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,8,32,33,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,General Dentistry,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Otjituuo Clinic,10542,,,,,,-19.6377,18.597399,10596,Grootfontein District,Facility,Public_MoHSS,,,1,HIV Testing Services,Clinic
Omatako Clinic,10538,,,,,,-19.4385,19.223762,10596,Grootfontein District,Facility,Public_MoHSS,"4,5,6,7,9,13,14,16","Mortuary,Electricity,Running Water,Health Extension Workers,Toilets,Computers,Vehicles,Enrolled Nurses","1,2,3,8,32,33,36,38,39,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,General Dentistry,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Option B+,DNA EID Testing",Clinic
Mangetti Dune Health Centre,10526,,,67245021,,,-19.5188,19.735012,10596,Grootfontein District,Facility,Public_MoHSS,"2,4,5,6,7,8,9,10,11,13,14,16,17,19","Beds,Mortuary,Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Internet,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Doctors","1,2,3,8,32,33,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,General Dentistry,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Health Centre
Kombat Clinic,10525,,,67231081,,,-19.718,17.711949,10596,Grootfontein District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,32,33,36,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,General Dentistry,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Grootfontein Private Hospital,10523,,,,,,-19.5627,18.089739,10596,Grootfontein District,Facility,Private,,,1,HIV Testing Services,Hospital
Grootfontein Prison,12182,,,,,,,,10596,Grootfontein District,Facility,Police,,,"1,2,40,41","HIV Testing Services,General Clinical Service,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Prison
Grootfontein Poly Clinic,10521,,,,,,-19.5734,18.102245,10596,Grootfontein District,Facility,Public_MoHSS,,,1,HIV Testing Services,Clinic
Grootfontein Medi Health Centre,10626,,,,,,0,0,10596,Grootfontein District,Facility,Private,,,,,Health Centre
Grootfontein District Hospital,10522,,,67248150,,,-19.5632,18.097624,10596,Grootfontein District,Facility,Public_MoHSS,"2,4,5,6,7,8,9,10,11,13,14,19,20","Beds,Mortuary,Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Internet,Phone Number,Computers,Vehicles,Doctors,Administrative Officers","4,1,2,3,8,31,32,33,37,38,39,41,43,46,47,48,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,General Dentistry,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Occupational Therapy,Radiology,Specialized Dentistry,Physiotherapy,Option B+,DNA EID Testing",Hospital
Grootfontein District Health Office,12001,,,,,,-19.5632,18.097624,10596,Grootfontein District,Facility,Public_MoHSS,,,,,District Health Office
Gam Clinic,10520,,,67245509,,,-20.2404,20.81691,10596,Grootfontein District,Facility,Public_MoHSS,"5,6,7,8,9,10,11,13,14","Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Internet,Phone Number,Computers,Vehicles","1,2,3,8,32,33,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,General Dentistry,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Tsumeb Private Hospital,10516,,,,,,-19.2423,17.721231,10622,Tsumeb District,Facility,Private,,,,,Hospital
Tsumeb District Hospital,10515,,,,,,-19.2449,17.707306,10622,Tsumeb District,Facility,Public_MoHSS,"2,5,6,9,11","Beds,Electricity,Running Water,Toilets,Phone Number","4,1,2,3,8,31,32,38,39,41,52,53","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Hospital
Tsumeb District Health Office,12027,,,,,,-19.2449,17.707306,10622,Tsumeb District,Facility,Public_MoHSS,,,,,District Health Office
Tsumeb Clinic,10514,,,,,,-19.2475,17.716265,10622,Tsumeb District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,3,8,31,32,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Tsintsabis Clinic,10513,,,,,4757,-18.7714,17.962577,10622,Tsumeb District,Facility,Public_MoHSS,"5,6,7,9","Electricity,Running Water,Health Extension Workers,Toilets","1,2,3,8,31,32,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Oshivelo Clinic,10512,,,,,,-18.6205,17.167006,10622,Tsumeb District,Facility,Public_MoHSS,,,"1,2,3,4,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Namibia Primary Health Care Clinic,10495,,,,,,-19.2244,17.729322,10622,Tsumeb District,Facility,Private,,,,,Clinic
Lombard Clinic,10494,,,,,,-19.2444,17.707527,10622,Tsumeb District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Kuvukiland Clinic,12227,,,,,,,,10622,Tsumeb District,Facility,Public_MoHSS,,,"1,4,39","HIV Testing Services,Anti Retroviral Therapy Main Site,Family Planning Services",Clinic
Farm Scott,12181,,,,,,,,10622,Tsumeb District,Facility,Police,"5,6","Electricity,Running Water","1,2,3,31,32,39,40,41","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",0
Evaristus Shikongo Prison Clinic,12235,,,,,,,,10622,Tsumeb District,Facility,Police,,,4,Anti Retroviral Therapy Main Site,Clinic
Elavi Clinic,12216,,,,,,,,10622,Tsumeb District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,3,8,31,32,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Alpha Clinic,10491,,,,,,-19.2437,17.715042,10622,Tsumeb District,Facility,Private,,,,,Clinic
Oshigambo Clinic,10511,,,65264407,,,-17.7835,16.078216,10611,Onandjokwe District,Facility,Public_MoHSS,"5,6,9,11,13,16,17,20","Electricity,Running Water,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Onyaanya Health Centre,10509,,,65241062,,,-18.1032,16.270687,10611,Onandjokwe District,Facility,Public_MoHSS,"1,2,4,5,6,9,11,13,16,17,20","Ambulances,Beds,Mortuary,Electricity,Running Water,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Health Centre
Ontunda Clinic,12173,Ontunda Clinic,,0,,0,-18.0879,16.439097,10611,Onandjokwe District,Facility,Faith Based Organisation,"5,6,13,16,17,20","Electricity,Running Water,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Ontananga Clinic,10507,,,65242187,,,-18.011,16.060772,10611,Onandjokwe District,Facility,Public_MoHSS,"5,6,9,11,13,16,17,20","Electricity,Running Water,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Onayena Health Centre,10505,,,6524897,,,-17.946,16.195292,10611,Onandjokwe District,Facility,Public_MoHSS,"2,4,5,6,9,11,13,14,16,17,20","Beds,Mortuary,Electricity,Running Water,Toilets,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Health Centre
Onandjokwe District Hospital,10503,,,,,,-17.9117,16.04175,10611,Onandjokwe District,Facility,Faith Based Organisation,"1,2,4,5,6,8,9,10,13,14,16,17","Ambulances,Beds,Mortuary,Electricity,Running Water,Back Up Generator,Toilets,Internet,Computers,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,4,8,31,32,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Hospital
Onandjokwe District Health Office,12016,,,,,,-17.9117,16.04175,10611,Onandjokwe District,Facility,Public_MoHSS,,,,,District Health Office
Onandjokwe Clinic,12239,,,,,,,,10611,Onandjokwe District,Facility,Public_MoHSS,,,,,Clinic
Onakazizi Clinic,10501,,,813919412,,2010,-18.1588,16.137906,10611,Onandjokwe District,Facility,Public_MoHSS,"7,9,11,13,16,17","Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,DNA EID Testing",Clinic
Olukonda Clinic,10498,,,65243325,,,-17.9838,16.021294,10611,Onandjokwe District,Facility,Public_MoHSS,"5,6,9,11,13,16,17","Electricity,Running Water,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Okankolo Health Centre,10497,,,65289005,,15073,-17.9564,16.425059,10611,Onandjokwe District,Facility,Public_MoHSS,"1,2,4,5,6,7,8,9,11,13,16,17,20","Ambulances,Beds,Mortuary,Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Health Centre
Elombe Clinic,10493,,,65249000,,,-17.8407,16.21844,10611,Onandjokwe District,Facility,Public_MoHSS,"5,6,9,11,13,16,17,20","Electricity,Running Water,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,32,36,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Oshikoto Regional Health Office,11979,,,,,,-18.3529,16.570801,11965,Omuthiya District,Facility,Public_MoHSS,,,,,Regional Health Office
Oshalongo Clinic,10573,,,65289009,,,-18.2925,16.37472,11965,Omuthiya District,Facility,Public_MoHSS,"5,6,7,9,11,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
